07:36:37.596 [pool-2-thread-4] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-4 | Hyperparameters{nrGenerations=27, nrFitIndividuals=224, tournamentSize=197, seed=5528, hiddenDimSize=7, mutationProb=0.9697168330812519, populationSize=669}
07:36:38.315 [pool-2-thread-2] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-2 | Hyperparameters{nrGenerations=56, nrFitIndividuals=170, tournamentSize=13, seed=5635, hiddenDimSize=11, mutationProb=0.48599039423855295, populationSize=594}
07:36:38.508 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 1
07:36:38.544 [pool-2-thread-4] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-4 | Hyperparameters{nrGenerations=54, nrFitIndividuals=70, tournamentSize=49, seed=512, hiddenDimSize=25, mutationProb=0.9038127274349702, populationSize=294}
07:36:38.556 [pool-2-thread-1] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-1 | Hyperparameters{nrGenerations=35, nrFitIndividuals=140, tournamentSize=64, seed=5484, hiddenDimSize=40, mutationProb=0.26947104850304693, populationSize=358}
07:36:39.325 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 2
07:36:39.406 [Thread-4] INFO  algoGenetico.PopulationEvo - Thread: Thread-4 | Generation no: 1
07:36:40.048 [pool-2-thread-3] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-3 | Hyperparameters{nrGenerations=21, nrFitIndividuals=22, tournamentSize=22, seed=5336, hiddenDimSize=38, mutationProb=0.8617764832163302, populationSize=561}
07:36:40.155 [Thread-3] INFO  algoGenetico.PopulationEvo - Thread: Thread-3 | Generation no: 1
07:36:40.212 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 3
07:36:40.284 [pool-2-thread-1] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-1 | Hyperparameters{nrGenerations=14, nrFitIndividuals=362, tournamentSize=184, seed=5315, hiddenDimSize=10, mutationProb=0.27576998754074544, populationSize=967}
07:36:40.326 [pool-2-thread-4] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-4 | Hyperparameters{nrGenerations=37, nrFitIndividuals=245, tournamentSize=115, seed=1203, hiddenDimSize=17, mutationProb=0.5586925288000097, populationSize=627}
07:36:40.720 [Thread-4] INFO  algoGenetico.PopulationEvo - Thread: Thread-4 | Generation no: 2
07:36:40.814 [pool-2-thread-3] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-3 | Hyperparameters{nrGenerations=50, nrFitIndividuals=36, tournamentSize=18, seed=2098, hiddenDimSize=37, mutationProb=0.25109702251950683, populationSize=101}
07:36:41.583 [Thread-8] INFO  algoGenetico.PopulationEvo - Thread: Thread-8 | Generation no: 1
07:36:41.745 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 4
07:36:42.035 [Thread-0] INFO  algoGenetico.PopulationEvo - Thread: Thread-0 | Generation no: 1
07:36:42.346 [Thread-3] INFO  algoGenetico.PopulationEvo - Thread: Thread-3 | Generation no: 2
07:36:42.387 [Thread-8] INFO  algoGenetico.PopulationEvo - Thread: Thread-8 | Generation no: 2
07:36:43.416 [Thread-7] INFO  algoGenetico.PopulationEvo - Thread: Thread-7 | Generation no: 1
07:36:43.447 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 5
07:36:43.548 [Thread-6] INFO  algoGenetico.PopulationEvo - Thread: Thread-6 | Generation no: 1
07:36:43.714 [pool-2-thread-1] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-1 | Hyperparameters{nrGenerations=6, nrFitIndividuals=398, tournamentSize=209, seed=3624, hiddenDimSize=36, mutationProb=0.5934869106818752, populationSize=803}
07:36:43.759 [Thread-8] INFO  algoGenetico.PopulationEvo - Thread: Thread-8 | Generation no: 3
07:36:43.977 [pool-2-thread-2] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-2 | Hyperparameters{nrGenerations=54, nrFitIndividuals=383, tournamentSize=272, seed=5773, hiddenDimSize=35, mutationProb=0.6402284934436717, populationSize=793}
07:36:44.902 [pool-2-thread-4] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-4 | Hyperparameters{nrGenerations=73, nrFitIndividuals=271, tournamentSize=118, seed=1726, hiddenDimSize=23, mutationProb=0.11588910667610886, populationSize=840}
07:36:45.256 [Thread-3] INFO  algoGenetico.PopulationEvo - Thread: Thread-3 | Generation no: 3
07:36:45.279 [Thread-4] INFO  algoGenetico.PopulationEvo - Thread: Thread-4 | Generation no: 3
07:36:45.465 [pool-2-thread-4] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-4 | Hyperparameters{nrGenerations=71, nrFitIndividuals=18, tournamentSize=5, seed=3182, hiddenDimSize=4, mutationProb=0.7849946936343745, populationSize=209}
07:36:45.525 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 6
07:36:45.785 [Thread-14] INFO  algoGenetico.PopulationEvo - Thread: Thread-14 | Generation no: 1
07:36:46.219 [Thread-14] INFO  algoGenetico.PopulationEvo - Thread: Thread-14 | Generation no: 2
07:36:46.504 [pool-2-thread-4] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-4 | Hyperparameters{nrGenerations=66, nrFitIndividuals=14, tournamentSize=9, seed=5072, hiddenDimSize=33, mutationProb=0.6619406968413996, populationSize=115}
07:36:46.639 [Thread-14] INFO  algoGenetico.PopulationEvo - Thread: Thread-14 | Generation no: 3
07:36:46.732 [Thread-7] INFO  algoGenetico.PopulationEvo - Thread: Thread-7 | Generation no: 2
07:36:47.162 [Thread-14] INFO  algoGenetico.PopulationEvo - Thread: Thread-14 | Generation no: 4
07:36:47.245 [Thread-0] INFO  algoGenetico.PopulationEvo - Thread: Thread-0 | Generation no: 2
07:36:47.636 [Thread-15] INFO  algoGenetico.PopulationEvo - Thread: Thread-15 | Generation no: 1
07:36:47.802 [pool-2-thread-1] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-1 | Hyperparameters{nrGenerations=82, nrFitIndividuals=90, tournamentSize=89, seed=2071, hiddenDimSize=36, mutationProb=0.09791058213858195, populationSize=450}
07:36:47.957 [Thread-2] INFO  algoGenetico.PopulationEvo - Thread: Thread-2 | Generation no: 7
07:36:48.138 [Thread-14] INFO  algoGenetico.PopulationEvo - Thread: Thread-14 | Generation no: 5
07:36:48.215 [pool-2-thread-3] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-3 | Hyperparameters{nrGenerations=48, nrFitIndividuals=261, tournamentSize=207, seed=3807, hiddenDimSize=37, mutationProb=0.9665019843561963, populationSize=799}
07:36:48.260 [Thread-6] INFO  algoGenetico.PopulationEvo - Thread: Thread-6 | Generation no: 2
07:36:48.445 [Thread-9] INFO  algoGenetico.PopulationEvo - Thread: Thread-9 | Generation no: 1
07:36:49.220 [pool-2-thread-3] INFO  algoGenetico.PopulationEvo - Thread: pool-2-thread-3 | Hyperparameters{nrGenerations=4, nrFitIndividuals=31, tournamentSize=25, seed=3575, hiddenDimSize=7, mutationProb=0.8774743424529988, populationSize=263}
07:36:49.296 [Thread-15] INFO  algoGenetico.PopulationEvo - Thread: Thread-15 | Generation no: 2
07:36:49.385 [Thread-14] INFO  algoGenetico.PopulationEvo - Thread: Thread-14 | Generation no: 6
07:36:50.181 [Thread-18] INFO  algoGenetico.PopulationEvo - Thread: Thread-18 | Generation no: 1
