20:42:40.587 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30562.0
20:42:40.588 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:42:40.588 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:42:40.588 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:42:40.588 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:42:40.588 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 13641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 10544.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 10544.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 10544.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.589 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.590 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.591 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.592 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.592 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.592 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.592 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.592 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:42:40.592 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
