20:54:13.964 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 63713.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 51781.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 43641.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 41510.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 41492.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 40684.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 33641.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 33641.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30562.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.966 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.967 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.968 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:54:13.968 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
