20:39:15.254 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 10544.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.256 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.257 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
20:39:15.258 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
