19:57:19.718 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 33641.0
19:57:19.719 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 30544.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 23641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 20544.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 10807.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 10675.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.720 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.721 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.722 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3641.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 3035.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 1999.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 1877.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 1632.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 1472.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 1034.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 849.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 849.0
19:57:19.723 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 849.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 849.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 849.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 785.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 592.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.724 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.725 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
19:57:19.725 [main] INFO  algoGenetico.PopulationEvo - Inicial Fitness: 544.0
